# The late-stage gap sorted by what each row is, before any of it is priced. See backend/pipeline_sort.py
# for the classes and the population. One row per asset, keyed by ticker and the asset's name.
ticker,name,class,of,approved,confidence,evidence,as_of
PFE,PF-07328948,NEW,,,high,Phase 2 BRANCH-HF NCT06991257 in heart failure is recruiting; PF-07328948 is a first-in-class BDK inhibitor (https://pubmed.ncbi.nlm.nih.gov/39560668/).,2026-09-24
PFE,PF-07868489,NEW,,,high,"PF-07868489 is an anti-BMP9 antibody in pulmonary arterial hypertension (https://clinicaltrials.gov/study/NCT06137742); its Phase 2 extension NCT07073820 is active, not recruiting, and the book holds no other row for it.",2026-09-24
PFE,PF-08049820,NEW,,,low,"Phase 2 NCT07216027 of PF-08049820 in eczema is recruiting; Synapse and the trial records describe an oral compound with no INN or mechanism, so identity rests on the code.",2026-09-24
PFE,PF-08653945,NEW,,,high,"PF-08653945 is MET-233i, the monthly amylin analog from Metsera, a different molecule from modelled berobenatide (PF-08653944); Phase 2 NCT07575932 is active, not recruiting (https://pryzm.ozmosi.com/product/34424).",2026-09-24
PFE,PG4,NEW,,,medium,"Phase 3 NCT07794748 and NCT07629440 test a new multivalent pneumococcal conjugate vaccine distinct from Prevnar 20, and the book holds no other row for it.",2026-09-24
PFE,Rimegepant/BHV3000,LINE_EXTENSION,Nurtec ODT (rimegepant),FDA 2020-02-27; EMA 2022-04-25,high,"BHV3000 is the code for rimegepant, marketed in the book as Nurtec ODT; Phase 3 NCT04649242 extends it to children and adolescents.",2026-09-24
PFE,Ritlecitinib higher dose,LINE_EXTENSION,Litfulo (ritlecitinib),FDA 2023-06-23; EMA 2023-09-15,high,"Phase 3 NCT07029711 and NCT07029828 test ritlecitinib, marketed in the book as Litfulo, in children with alopecia areata.",2026-09-24
PFE,Sigvotatug Vedotin,NEW,,,high,"Phase 3 NCT06758401 of sigvotatug vedotin with pembrolizumab in NSCLC is recruiting, and the book holds no other sigvotatug vedotin row.",2026-09-24
PFE,vepdegestrant,NEW,,,medium,Phase 3 VERITAC-2 NCT05654623 (ARV-471) reached primary completion on 2025-01-31 and neither the dossier nor the EMA list holds a vepdegestrant approval; a 2026 FDA decision was not verified this session.,2026-09-24
RCKT,RP-A501,NEW,,,high,"NCT06092034 (Phase 2, Recruiting) is still active after FDA lifted the 2025 clinical hold, and Rocket reported safe dosing of three patients under the modified protocol in August 2026 (https://ir.rocketpharma.com/news-releases/news-release-details/rocket-pharmaceuticals-announces-positive-clinical-safety-update).",2026-09-24
RCKT,RP-L102,DEAD,mozafancogene autotemcel (RP-L102),,high,"Rocket stopped investing in RP-L102 in July 2025, withdrew the EU MAA, and withdrew the FDA BLA on 2025-10-03 as part of its pivot to cardiovascular programmes (https://www.pharmaceutical-technology.com/news/rocket-ditches-blood-disorder-gene-therapy-in-ongoing-pipeline-pivot/).",2026-09-24
REGN,ALN-ANG3,NEW,,,high,"Regeneron's 10-Q filed 2026-07-30 lists ALN-ANG3 as an Alnylam-partnered RNAi therapeutic targeting ANGPTL3 in diabetic kidney disease, in Phase 2 NCT07271186 (recruiting).",2026-09-24
REGN,Fianlimab,NEW,,,high,"Regeneron's 10-Q filed 2026-07-30 (0000872589-26-000025) reports the first-line metastatic melanoma Phase 3 missed but keeps fianlimab (REGN3767, anti-LAG-3) in adjuvant melanoma (NCT05608291, readout Q4 2026), perioperative melanoma and first-line HNSCC, with no approval.",2026-09-24
REGN,Fianlimab+cemiplimab,DUPLICATE,Fianlimab,,high,"Regimen of cemiplimab (Libtayo, EMA 2019-06-28, in the book) with fianlimab, an unapproved anti-LAG-3 antibody the book holds as its own Fianlimab row (id 2902); NCT06769698 and NCT06848088 test the pair.",2026-09-24
REGN,Mibavademab,NEW,,,high,"Regeneron's 10-Q filed 2026-07-30 lists mibavademab (REGN4461), a leptin receptor agonist antibody, and Phase 3 NCT07220785 in generalized lipodystrophy is recruiting with no approval.",2026-09-24
REGN,Odronextamab,LINE_EXTENSION,Ordspono (odronextamab),EMA 2024-08-22,high,"EMA authorised Ordspono (odronextamab) to Regeneron Ireland on 2024-08-22 and Regeneron's 10-Q filed 2026-07-30 (0000872589-26-000025) lists it as a marketed product in FL and DLBCL, so these Phase 3 trials (e.g. NCT06091865) seek new lines and a first FDA label.",2026-09-24
REGN,Olatorepatide,NEW,,,high,"Regeneron's 10-Q filed 2026-07-30 lists olatorepatide (HS-20094), an in-licensed GLP-1/GIP receptor agonist, with Phase 2 NCT07685808 recruiting and a Phase 3 obesity programme set to start in H2 2026.",2026-09-24
REGN,Pozelimab + Cemdisiran,NEW,cemdisiran,,medium,"Pozelimab is already sold as Veopoz but cemdisiran is an unapproved C5 siRNA with no row of its own in the book; NCT05070858 (NIMBLE) tested both, and Regeneron reported FDA and EMA acceptance of cemdisiran filings in gMG (https://investor.regeneron.com/news-releases/news-release-details/cemdisiran-regulatory-submissions-accepted-review-fda-and-ema).",2026-09-24
REGN,Ravulizumab,NOT_A_PROGRAMME,Ultomiris (ravulizumab),FDA 2018-12-21 (Alexion); EMA 2019-07-02 (Alexion),high,"Ravulizumab is Alexion's Ultomiris (EMA 2019-07-02), listed with eculizumab as a comparator or prior-therapy arm in NCT05133531, a trial of Regeneron's pozelimab plus cemdisiran in PNH; approval date: https://www.drugs.com/history/ultomiris.html",2026-09-24
REGN,REGN-2Cat,NEW,freneslerbart-mevonlerbart (REGN1908-1909),,high,"NCT07675811 tests Fel d 1 monoclonal antibodies, which Regeneron's 10-Q filed 2026-07-30 names freneslerbart-mevonlerbart (REGN1908-1909), a Phase 3 cat allergy therapy with no approval.",2026-09-24
REGN,REGN13335,NEW,,,high,"Regeneron's 10-Q filed 2026-07-30 (0000872589-26-000025) lists REGN13335 as an antagonist antibody to PDGF-B in PAH, in Phase 2 NCT07318597 (recruiting), with no EMA entry and no FDA approval in the local tables.",2026-09-24
REGN,REGN7999,DEAD,REGN7999 (anti-TMPRSS6 antibody),,high,"Regeneron's 10-Q filed 2026-07-30 (0000872589-26-000025) states it has discontinued further clinical development of REGN7999, the TMPRSS6 antibody studied in beta-thalassemia iron overload (NCT06421636).",2026-09-24
REGN,Trevogrumab-Part A,NEW,trevogrumab,,medium,"The row is the Part A trevogrumab arm of NCT06299098 (COURAGE, with semaglutide), and Regeneron's 10-Q filed 2026-07-30 lists trevogrumab (REGN1033), an unapproved anti-myostatin antibody, in obesity with more Phase 2 data due in H2 2026.",2026-09-24
REGN,Ubamatamab,NEW,,,high,"Regeneron's 10-Q filed 2026-07-30 lists ubamatamab (REGN4018), a MUC16xCD3 bispecific, in ovarian cancer and NSCLC, with Phase 2 NCT06787612 and NCT07154290 recruiting and no approval.",2026-09-24
RGNX,RGX-121-3102,NEW,clemidsogene lanparvovec (RGX-121),,high,"FDA issued a CRL for the RGX-121 BLA on 2026-02-07 and REGENXBIO plans to resubmit, so it is unapproved but not abandoned, and NCT07236606 (Phase 3, Active not recruiting) continues (https://www.cgtlive.com/view/fda-slams-regenxbio-mps-ii-gene-therapy-rgx-121-crl).",2026-09-24
RGNX,RGX-202,NEW,,,high,"NCT05693142 (Phase 2/3, Active not recruiting) finished confirmatory dosing, and REGENXBIO plans an accelerated approval BLA in Q3 2026 (https://ir.regenxbio.com/news-releases/news-release-details/regenxbio-completes-dosing-confirmatory-study-rgx-202-marking/).",2026-09-24
RVMD,Liposomal irinotecan,NOT_A_PROGRAMME,Onivyde (irinotecan liposome),FDA 2015-10-22 (Ipsen); EMA 2016-10-14 (Servier),high,"In NCT06625320, the Phase 3 study of daraxonrasib in previously treated pancreatic cancer, liposomal irinotecan is part of the standard chemotherapy comparator; it is Ipsen's Onivyde (Amass RegulatoryCore, FDA NDA 207793), not a Revolution Medicines product; approval date: https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/207793Orig1s000ltr.pdf",2026-09-24
RVMD,Zoldonrasib,NEW,,,high,"Three Revolution Medicines Phase 3 trials are recruiting (NCT07777822, NCT07805954, NCT07621718), and no other row in the book holds zoldonrasib (RMC-9805).",2026-09-24
SLDB,SGT-003,NEW,,,high,"NCT07160634 (IMPACT DUCHENNE, Phase 3, Recruiting) is Solid's registrational trial of this gene therapy, which no other row in the book holds.",2026-09-24
SNY,balinatunfib,DEAD,balinatunfib,,high,"Sanofi discontinued balinatunfib at its Q2 2026 results after interim Phase 2 analyses in Crohn's disease and ulcerative colitis missed internal efficacy expectations, following an earlier miss in psoriasis (https://pharmaphorum.com/news/sanofi-drops-two-more-programmes-rd-clear-out).",2026-09-24
SNY,Blood draw for the laboratory assessment,NOT_A_PROGRAMME,,,high,"A blood draw is a procedure inside NCT02065011, the long-term follow-up of SAR421869 in Usher syndrome type 1B, not a product.",2026-09-24
SNY,Brivekimig,NEW,,,high,"Brivekimig (SAR442970, a TNF-alpha/OX40L nanobody) is not in the book and has Phase 2 NCT07170917 in hidradenitis suppurativa Recruiting, and the SAR442970 row in this batch is the same molecule (https://adisinsight.springer.com/drugs/800067325).",2026-09-24
SNY,Duvakitug,NEW,,,high,"Duvakitug (anti-TL1A) is not in the book and has four Phase 3 induction and maintenance trials recruiting in Crohn's disease and ulcerative colitis, including NCT07184931 and NCT07184996.",2026-09-24
SNY,Isatuximab SAR650984,LINE_EXTENSION,Sarclisa (isatuximab),FDA 2020-03-02; EMA 2020-05-30,high,"Isatuximab (code SAR650984) is sold as Sarclisa, which the book carries as marketed and the EMA authorised on 2020-05-30 (dossier EMA entry).",2026-09-24
SNY,Long term follow up in all patients who received SAR422459 in previous study TDU13583,NOT_A_PROGRAMME,SAR422459 (StarGen),,high,"The row describes long-term follow-up of patients dosed in an earlier study (NCT01736592), not a product, and Sanofi returned SAR422459 to Oxford Biomedica in 2020 (https://www.fiercebiotech.com/biotech/after-11-years-sanofi-kicks-backs-rights-to-unwanted-gene-therapies-to-oxford-biomedica).",2026-09-24
SNY,Lunsekimig,NEW,,,high,"Lunsekimig (SAR443765, a TSLP/IL-13 nanobody) is not in the book and has Phase 3 COPD trials NCT07190209 and NCT07190222 Recruiting.",2026-09-24
SNY,MenACYW conjugate vaccine,DUPLICATE,"MenQuadfi (meningococcal groups A, C, Y, W conjugate vaccine)",FDA 2020-04-23; EMA 2020-11-18,high,"MenACYW conjugate vaccine is Sanofi's descriptive name for MenQuadfi, which the book carries as marketed (BLA125701) and the EMA authorised on 2020-11-18 (dossier EMA entry), and NCT07135986 tests it in children and adolescents; approval date: https://www.fda.gov/media/137331/download",2026-09-24
SNY,"Meningococcal Polysaccharide (Serogroups A, C, W, and Y) Tetanus Toxoid Conjugate Vaccine",DUPLICATE,"MenQuadfi (meningococcal groups A, C, Y, W conjugate vaccine)",FDA 2020-04-23; EMA 2020-11-18,high,"The name is the descriptive name of the MenACYW tetanus toxoid conjugate vaccine sold as MenQuadfi (in the book, EMA 2020-11-18 per dossier), and NCT04936685 calls the product MenACYW Conjugate Vaccine while NCT07710872 tests it in infants and toddlers; approval date: https://www.fda.gov/media/137331/download",2026-09-24
SNY,Riliprubart,NEW,,,medium,"Riliprubart is not in the book, and Sanofi stopped the MOBILIZE Phase 3 for futility on 2026-06-10 while VITALIZE (NCT06290141, Recruiting, versus IVIg) continues (https://www.sanofi.com/en/media-room/press-releases/2026/2026-06-10-05-00-00-3309444).",2026-09-24
SNY,SAR441344 IV,DUPLICATE,Frexalimab (SAR441344),,high,"SAR441344 is frexalimab, as the titles of NCT05039840 and NCT04879628 state, and frexalimab is already modelled in the book.",2026-09-24
SNY,SAR441566,DEAD,balinatunfib,,high,"SAR441566 is balinatunfib, and Sanofi discontinued the programme at its Q2 2026 results after interim analyses of the Crohn's (NCT06637631) and ulcerative colitis (NCT06867094) Phase 2 studies missed internal efficacy expectations (https://pharmaphorum.com/news/sanofi-drops-two-more-programmes-rd-clear-out).",2026-09-24
SNY,SAR442970,DUPLICATE,Brivekimig (SAR442970),,high,"SAR442970 is the development code for brivekimig (https://synapse.patsnap.com/drug/16d092b853c24015bae5c9f19ffd5e52), which has its own row in this batch under the clearer name.",2026-09-24
SNY,SAR443122,DEAD,eclitasertib,,high,"SAR443122 is eclitasertib, which Sanofi dropped in ulcerative colitis (NCT05588843), its last indication, at its full-year 2025 results after ending cutaneous lupus in 2023 (https://www.fiercebiotech.com/biotech/sanofi-keeps-mum-future-denali-pact-after-scrapping-final-ripk1-inhibitor).",2026-09-24
SNY,SAR444336,NEW,,,high,"SAR444336 is a non-beta IL-2 Synthorin with no INN and no row in the book, in Phase 2 NCT07156175 (Recruiting) in microscopic colitis (https://www.sanofi.com/en/clinical-trials/nct07156175).",2026-09-24
SNY,SAR445399,NEW,,,high,"SAR445399 is an IL-1R3 (IL1RAP) antagonist with no INN and no row in the book (https://synapse.patsnap.com/drug/327ba97f5cb44c96b535ee4ea0c3ec77), in Phase 2 NCT07225569 (Recruiting) in hidradenitis suppurativa.",2026-09-24
SNY,SAR447537,NEW,efdoralprin alfa,,high,"SAR447537 is efdoralprin alfa (INBRX-101), a recombinant AAT-Fc fusion not in the book that met all primary and key secondary endpoints in the ElevAATe Phase 2 (https://www.sanofi.com/en/media-room/press-releases/2025/2025-10-22-05-00-00-3170787), and extension NCT05897424 is Active not recruiting.",2026-09-24
SNY,SAR448851,NEW,,,high,"SAR448851 is the oral TREM2 agonist VG-3927 acquired with Vigil Neuroscience, has no INN and no row in the book, and is in Phase 2 TREMHANCE NCT07688213 (Recruiting) (https://www.alzforum.org/therapeutics/sar448851).",2026-09-24
SNY,"Sarilumab, SAR153191 IV",LINE_EXTENSION,Kevzara (sarilumab),FDA 2017-05-22; EMA 2017-06-23,high,"The row is an intravenous formulation of sarilumab, marketed subcutaneously as Kevzara in the book (EMA 2017-06-23 per dossier), tested in NCT07704580 in RA and in children with sJIA in NCT02991469.",2026-09-24
SNY,Tolebrutinib,NEW,,EMA 2026-06-19,medium,"Tolebrutinib holds an EU authorisation as Cenrifki (2026-06-19, dossier EMA entry) but the book carries neither Cenrifki nor any tolebrutinib row, and the FDA issued a complete response letter in December 2025 (https://www.sanofi.com/en/media-room/press-releases/2025/2025-12-24-06-00-00-3210238).",2026-09-24
SNY,Venglustat,NEW,,,high,"Venglustat is not in the book, met its primary endpoint in the LEAP2MONO Phase 3 in type 3 Gaucher disease, and was accepted by the FDA for priority review on 2026-05-28 (https://www.sanofi.com/en/media-room/press-releases/2026/2026-05-28-05-00-00-3302498), while the Fabry Phase 3s PERIDOT and CARAT missed.",2026-09-24
SRPT,SRP-9003,NEW,bidridistrogene xeboparvovec,,medium,"SRP-9003 has been on FDA clinical hold since July 2025, yet Sarepta kept it as the one LGMD programme it did not pause and still plans a BLA; NCT06246513 (Phase 3) is Active not recruiting, not suspended (https://www.fiercebiotech.com/biotech/sarepta-ldmd-trials-all-hit-fda-hold-amid-newly-surfaced-safety-concerns).",2026-09-24
TSHA,TSHA-102,NEW,,,high,"NCT05606614 (REVEAL, Phase 1/2/3, Active not recruiting) is Taysha's pivotal Rett syndrome study, and no other row in the book holds this gene therapy.",2026-09-24
VOR,Telitacicept,NEW,,,high,"Telitacicept holds only China NMPA approvals, held by RemeGen, with no FDA or EMA approval; NCT06456580 and NCT07404865 are Vor's recruiting global Phase 3 trials (https://ir.vorbio.com/news-releases/news-release-details/vor-bio-doses-first-patient-global-phase-3-upstream-sjd).",2026-09-24
VRTX,Biological/Vaccine,DUPLICATE,VX-880 (zimislecel),,high,"The row is a registry intervention-type label whose only trial, NCT06832410 (Phase 3, recruiting), tests VX-880 (zimislecel) in type 1 diabetes with a kidney transplant, and VX-880 is modelled in the VRTX book.",2026-09-24
VRTX,ELX/TEZ/IVA,DUPLICATE,Trikafta/Kaftrio (elexacaftor/tezacaftor/ivacaftor),FDA 2019-10-21; EMA 2020-08-21,high,"ELX/TEZ/IVA is the Trikafta combination, a marketed VRTX row, in long-term safety studies (NCT05331183, NCT06460506), and all three components are approved.",2026-09-24
VRTX,VNZ/TEZ/D-IVA,DUPLICATE,Alyftrek (vanzacaftor/tezacaftor/deutivacaftor),FDA 2024-12-20; EMA 2025-06-30,high,"VNZ/TEZ/D-IVA is the Alyftrek triple combination, a marketed VRTX row, here in a long-term safety extension from age 1 (NCT05844449), and every component is approved (EC authorisation 30 June 2025, https://ec.europa.eu/health/documents/community-register/2025/20250630166304/dec_166304_en.pdf).",2026-09-24
VRTX,VX-121/TEZ/D-IVA,DUPLICATE,Alyftrek (vanzacaftor/tezacaftor/deutivacaftor),FDA 2024-12-20; EMA 2025-06-30,high,"VX-121 is vanzacaftor, so VX-121/TEZ/D-IVA is the approved Alyftrek combination, a marketed VRTX row, in paediatric and long-term studies (NCT05422222, NCT05444257).",2026-09-24
VRTX,VX-407,NEW,,,medium,"VX-407 is a small molecule for ADPKD with PKD1 variants in an active Phase 2a (NCT07161037), absent from the VRTX book; no INN found.",2026-09-24
VRTX,VX-670,NEW,,,medium,"VX-670 is an Entrada-licensed cyclic-peptide-conjugated oligonucleotide for DM1 with Phase 1/2 GALILEO (NCT06185764) active and an extension (NCT06926621) enrolling, not in the VRTX book (https://www.vrtx.com/our-science/pipeline/myotonic-dystrophy-type-1/).",2026-09-24
WVE,WVE-N531,NEW,,,high,"WVE-N531 is Wave's exon 53 oligonucleotide, a different molecule from Sarepta's Vyondys 53 (golodirsen); Wave intends to file an NDA in 2026, and NCT07209332 is enrolling (https://ir.wavelifesciences.com/news-releases/news-release-details/wave-life-sciences-announces-positive-data-forward-53-clinical).",2026-09-24
