# Loss-of-exclusivity dates outside the US, as each filer states them in its own FY2025
# annual report (10-K or 20-F), one row per product per market.
#
# The US date comes from the Orange and Purple Books and the filer's US table
# (disclosed_loe.csv). Outside the US there is no book, and the filer's patent table is
# the only free statement of when a market opens: Merck prints Keytruda's EU, Japan and
# China dates beside the US one, BMS its estimated minimum market exclusivity by
# region. regional_loe.py applies each date to the share of the product's sales the
# filer reports in that region.
#
# Read off the filing, never estimated. Every row carries the accession and a verbatim
# quote (table cells joined by " | ", separate passages by " ... "), checked word for
# word against the filed document. region is EU (Europe, major European markets), JP,
# CN, CA, BR, IN, or ROW where the filer names a group. loe is as precise as the filing:
# a year, a month, or a day; "expired" where it says exclusivity has gone without a
# year. The date is when the filer says exclusivity ends: its estimated minimum market
# exclusivity where it gives one, otherwise the later of the compound patent with any
# granted SPC and regulatory data protection. Pending extensions are in the note and
# not taken, except where the filer's own dates include them and it does not say which
# (Lilly, Incyte), which the note records.
ticker,brand,region,loe,basis,accession,quote,note
NVO,Novo Rapid And Novo Log,JP,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names NovoRapid® (NovoLog®) as a modern insulin."
NVO,Novo Rapid And Novo Log,EU,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Europe column based on Germany (footnote 2). Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names NovoRapid® (NovoLog®) as a modern insulin."
NVO,Novo Mix And Novo Log Mix,CN,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50 and NovoMix® 70 as modern insulins."
NVO,Novo Mix And Novo Log Mix,JP,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50 and NovoMix® 70 as modern insulins."
NVO,Novo Mix And Novo Log Mix,EU,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Europe column based on Germany (footnote 2). Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50 and NovoMix® 70 as modern insulins."
NVO,Levemir,CN,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names Levemir® as a modern insulin."
NVO,Levemir,JP,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names Levemir® as a modern insulin."
NVO,Levemir,EU,expired,active ingredient patent expired,0000353278-26-000012,"Product | US | China | Japan | Europe2 ... Human insulin and Modern insulins3 | Expired | Expired | Expired | Expired ... 3. Modern insulins are NovoRapid® (NovoLog®), NovoMix® 30 (NovoLog® Mix 70/30), NovoMix® 50, NovoMix® 70 and Levemir®.","Europe column based on Germany (footnote 2). Covered by the table row ""Human insulin and Modern insulins""; footnote 3 names Levemir® as a modern insulin."
NVO,Victoza,JP,expired,compound patent expired,0000353278-26-000012,"The compound patent for Victoza® has expired. In Japan, the drug compound patent expired in 2022",Expired 2022.
NVO,Victoza,EU,expired,compound patent expired,0000353278-26-000012,"The compound patent for Victoza® has expired. In Japan, the drug compound patent expired in 2022; in the US and Germany, the drug compound patent expired in 2023.","Expired 2023, stated for Germany. The Annual Report table Europe column (based on Germany) shows Expired."
NVO,Victoza,CN,expired,compound patent expired,0000353278-26-000012,The compound patent for Victoza® has expired. ... The drug compound patent expired in China in 2017 and in 2023 a biosimilar version of Victoza® was approved in China.,Expired 2017; a biosimilar was approved in China in 2023.
NVO,Saxenda,CN,expired,compound patent expired,0000353278-26-000012,The drug compound patent for Saxenda® (liraglutide) has expired in all countries.,"The Annual Report 2025 patent table also shows Expired for China, Japan and Europe."
NVO,Saxenda,JP,expired,compound patent expired,0000353278-26-000012,The drug compound patent for Saxenda® (liraglutide) has expired in all countries.,"The Annual Report 2025 patent table also shows Expired for China, Japan and Europe."
NVO,Saxenda,EU,expired,compound patent expired,0000353278-26-000012,The drug compound patent for Saxenda® (liraglutide) has expired in all countries.,"The Annual Report 2025 patent table also shows Expired for China, Japan and Europe."
NVO,Awigli,EU,2034,estimate (pipeline table patent expiration column),0000353278-26-000012,Insulin Icodec (NN1436) / Once-weekly basal insulin analogue | Approved by EU and others (Under brand name Awiqli®) ... 20372 ... 2 Current estimate of regulatory data protection in the United States. Key EU markets and Japan estimate 2034,"From the 20-F phase 3/filed compounds table. Footnote 2 describes the US figure (2037) as the current estimate of regulatory data protection and gives 2034 for key EU markets and Japan without saying whether that is patent or data protection. ""20372"" is 2037 with footnote marker 2. Region is ""key EU markets""."
NVO,Awigli,JP,2034,estimate (pipeline table patent expiration column),0000353278-26-000012,Insulin Icodec (NN1436) / Once-weekly basal insulin analogue | Approved by EU and others (Under brand name Awiqli®) ... 20372 ... 2 Current estimate of regulatory data protection in the United States. Key EU markets and Japan estimate 2034,"From the 20-F phase 3/filed compounds table. Footnote 2 describes the US figure (2037) as the current estimate of regulatory data protection and gives 2034 for key EU markets and Japan without saying whether that is patent or data protection. ""20372"" is 2037 with footnote marker 2."
NVS,Entresto,EU,2026-11,regulatory data protection,0001114448-26-000004,"Our regulatory data protection for Entresto in Europe expires in November 2026, and revenues will decline substantially thereafter unless we are successful in appropriately asserting our intellectual property rights that expire later.",Patent table EU column gives 2026 (row: Entresto | Combination patent expired | 2026 2). Footnote 2: RDP expires in 2026; combination patent with SPC expires in 2028; Novartis has additional later-expiring EU patents it will enforce. Not taken as LOE because the table's own EU date is 2026. Novartis is in litigation with a generic manufacturer over Entresto IP (jurisdiction not stated).
NVS,Cosentyx,EU,2030,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Cosentyx | 2029 | 2030,"EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Kesimpta,EU,expired,CoM patent expired,0001114448-26-000004,Kesimpta | 2031 | CoM patent expired 4,Year not stated. Footnote 4: there is no generic or biosimilar competition for this product in this market.
NVS,Kisqali,EU,2032,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Kisqali | 2031 | 2032,"EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Promacta,EU,expired,CoM patent expired,0001114448-26-000004,Promacta/Revolade | CoM patent expired | CoM patent expired,Year of patent expiry not stated. Sales review: generic entry ex-US in the third quarter of 2025.
NVS,Promacta,ROW,expired,generic entry ex-US,0001114448-26-000004,"Promacta/Revolade (USD 1.6 billion, -26%, -27% cc) sales declined due to generic entry in the US in Q2 2025 and ex-US in the third quarter of 2025.",Generic entry ex-US in Q3 2025 (2025).
NVS,Mekinist,EU,2029,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Mekinist | 2027 3 | 2029 | Use of Mekinist with Tafinlar or Tafinlar with Mekinist | 2031 | 2030,"Separate row for use of Mekinist with Tafinlar (combination use) runs to 2030 in the EU; Tafinlar itself EU 2029. Footnote 3 (ANDA challenge) applies to the US date only. EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Jakavi,EU,2028,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Jakavi | N/A | 2028,"EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Xolair,EU,expired,CoM patent expired,0001114448-26-000004,Xolair | N/A | CoM patent expired,Year not stated. Sales review: a biosimilar was introduced in some European markets in the third quarter of 2025.
NVS,Tasigna,EU,expired,CoM patent expired,0001114448-26-000004,Tasigna | CoM patent expired | CoM patent expired,"Year not stated. Sales review: Tasigna sales declined due to generic competition globally; Europe growth partly offset by generic competition, mainly for Lucentis and Tasigna."
NVS,Ilaris,EU,expired,CoM patent expired,0001114448-26-000004,Ilaris | CoM patent expired 4 | CoM patent expired,Year not stated. Footnote 4 (no generic or biosimilar competition) is attached to the US entry only.
NVS,Pluvicto,EU,2037,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Pluvicto | 2034 5 | 2037,"Footnote 5 (PTE or SPC applied for, pending) is attached to the US date only. EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Zolgensma,EU,2033,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Zolgensma | 2033 | 2033,"EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Leqvio,EU,2035,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Leqvio | 2034 5 | 2035,"Footnote 5 (PTE or SPC applied for, pending) is attached to the US date only. EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Scemblix,EU,2037,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Scemblix | 2035 | 2037,"EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Lutathera,EU,2029,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Lutathera | ODE expired 6 | 2029,"Footnote 6 (formulation patents to 2039 with PE under challenge) concerns FDA applications, i.e. the US. EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Fabhalta,EU,2039,"CoM patent (incl. granted SPC/PE) or RDP/ODE, whichever later",0001114448-26-000004,Fabhalta | 2034 5 | 2039,"Footnote 5 (PTE or SPC applied for, pending) is attached to the US date only. EU column footnote 1: SPC (including pediatric extension) dates are listed when granted in at least one of France, Germany, Italy, Spain and the UK."
NVS,Lucentis,EU,expired,generic competition,0001114448-26-000004,Lucentis faces generic competition in the EU.,"Filing states generic competition in the EU rather than an expiry date; year not stated. Listed under Established Brands, not in the patent table."
NVS,Sandostatin,EU,expired,generic competition,0001114448-26-000004,"For Sandostatin SC, there is generic competition in the US and the EU. For Sandostatin LAR, there is generic competition in the US and in most EU countries.",Filing states generic competition rather than an expiry date; year not stated. For Sandostatin LAR the filing says most EU countries.
PFE,Xeljanz,EU,2028,regulatory exclusivity,0000078003-26-000026,Xeljanz | 2026 | 2028(2) | 2025,Major Europe column. Footnote (2): expiry is provided by regulatory exclusivity in this market.
PFE,Xeljanz,JP,2025,basic product patent,0000078003-26-000026,Xeljanz | 2026 | 2028(2) | 2025,Japan column. The stated year precedes the filing date (Feb 2026); the filing does not say expired in words.
PFE,Eliquis,EU,2026,basic product patent with SPC,0000078003-26-000026,Eliquis | 2027(5) | 2026(6) | 2026,Major Europe column. Footnote (6): the apixaban basic product patent and associated SPC were invalidated in the U.K.; additional challenges pending in other jurisdictions. Note 16A1: U.K. judgment finding the BMS patent invalid is final.
PFE,Eliquis,JP,2026,basic product patent,0000078003-26-000026,Eliquis | 2027(5) | 2026(6) | 2026,Japan column.
PFE,Ibrance,EU,2028,basic product patent,0000078003-26-000026,Ibrance | 2027 | 2028 | 2028,"Major Europe column. Footnote (1): years include granted PTEs, SPCs or pediatric exclusivity; SPCs included when granted in three of five major European markets (France, Germany, Italy, Spain, U.K.)."
PFE,Ibrance,JP,2028,basic product patent,0000078003-26-000026,Ibrance | 2027 | 2028 | 2028,Japan column.
PFE,Vyndaqel,EU,2026,basic product patent,0000078003-26-000026,Vyndaqel/Vyndamax/Vynmac | 2026 (2028 pending PTE)(8) | 2026 | 2026/2029(9),Major Europe column. The 2028 pending PTE shown applies to the U.S. only.
PFE,Vyndaqel,JP,2029-03,regulatory exclusivity (Vynmac); basic patent (Vyndaqel),0000078003-26-000026,Vyndaqel (tafamidis meglumine) basic patent expiry in Japan is August 2026 for treatment of polyneuropathy. Vynmac (tafamidis) was approved in Japan for treatment of cardiomyopathy with regulatory exclusivity expiring in March 2029.,"Table row prints Japan as 2026/2029(9). Vyndaqel (tafamidis meglumine) basic patent expires August 2026 (polyneuropathy); Vynmac (tafamidis, cardiomyopathy) regulatory exclusivity expires March 2029. Later of the two taken for the family."
PFE,Prevnar / Prevenar family,EU,2037,basic product patent (Prevenar 20),0000078003-26-000026,Prevnar 20/Prevenar 20 | 2035 | 2037 | 2038,"Major Europe column, Prevnar 20/Prevenar 20 row. Family also includes Prevnar 13/Prevenar 13, whose Europe column shows no year: footnote (3) says the Europe patent covering the combination of the 13 serotype conjugates was revoked following an opposition and withdrawn; other Europe patents on formulation, manufacturing process and serotype combination remain in force."
PFE,Prevnar / Prevenar family,JP,2038,basic product patent (Prevenar 20),0000078003-26-000026,Prevnar 20/Prevenar 20 | 2035 | 2037 | 2038,"Japan column, Prevnar 20/Prevenar 20 row. Family also includes Prevnar 13/Prevenar 13 with Japan basic product patent expiry 2029 (row: Prevnar 13/Prevenar 13 | 2026 | (3) | 2029)."
PFE,Talzenna,EU,2034,basic product patent,0000078003-26-000026,Talzenna | 2029 (2032 pending PTE) | 2034 | 2034,"Major Europe column. Footnote (1): years include granted PTEs, SPCs or pediatric exclusivity; SPCs included when granted in three of five major European markets (France, Germany, Italy, Spain, U.K.)."
PFE,Talzenna,JP,2034,basic product patent,0000078003-26-000026,Talzenna | 2029 (2032 pending PTE) | 2034 | 2034,Japan column.
PFE,Lorbrena,EU,2034,basic product patent,0000078003-26-000026,Lorbrena | 2033 | 2034 | 2036,"Major Europe column. Footnote (1): years include granted PTEs, SPCs or pediatric exclusivity; SPCs included when granted in three of five major European markets (France, Germany, Italy, Spain, U.K.)."
PFE,Lorbrena,JP,2036,basic product patent,0000078003-26-000026,Lorbrena | 2033 | 2034 | 2036,Japan column.
PFE,Tukysa,EU,2031,basic product patent,0000078003-26-000026,Tukysa | 2031 (2034 pending PTE) | 2031 | 2034(2),Major Europe column. The 2034 pending PTE shown applies to the U.S. only.
PFE,Tukysa,JP,2034,regulatory exclusivity,0000078003-26-000026,Tukysa | 2031 (2034 pending PTE) | 2031 | 2034(2),Japan column. Footnote (2): expiry is provided by regulatory exclusivity in this market.
PFE,Nurtec ODT / Vydura,EU,2035,basic product patent,0000078003-26-000026,Nurtec ODT/Vydura | 2034 | 2035 | 2035(2),"Major Europe column. Footnote (1): years include granted PTEs, SPCs or pediatric exclusivity; SPCs included when granted in three of five major European markets (France, Germany, Italy, Spain, U.K.)."
PFE,Nurtec ODT / Vydura,JP,2035,regulatory exclusivity,0000078003-26-000026,Nurtec ODT/Vydura | 2034 | 2035 | 2035(2),Japan column. Footnote (2): expiry is provided by regulatory exclusivity in this market.
PFE,Cibinqo,EU,2036,basic product patent,0000078003-26-000026,Cibinqo | 2036 | 2036 | 2038,"Major Europe column. Footnote (1): years include granted PTEs, SPCs or pediatric exclusivity; SPCs included when granted in three of five major European markets (France, Germany, Italy, Spain, U.K.)."
PFE,Cibinqo,JP,2038,basic product patent,0000078003-26-000026,Cibinqo | 2036 | 2036 | 2038,Japan column.
PFE,Abrysvo,EU,2036,basic product patent,0000078003-26-000026,Abrysvo | 2036 (2037 pending PTE) | 2036 | 2036 (2039 pending PTE),Major Europe column.
PFE,Abrysvo,JP,2036,basic product patent,0000078003-26-000026,Abrysvo | 2036 (2037 pending PTE) | 2036 | 2036 (2039 pending PTE),"Japan column. Pending PTE in Japan to 2039 (not granted, not taken)."
PFE,Elrexfio,EU,2036,basic product patent,0000078003-26-000026,Elrexfio | 2036 (2037 pending PTE) | 2036 (2038 pending SPC) | 2036 (2038 pending PTE),"Major Europe column. Pending SPC to 2038 (not granted, not taken)."
PFE,Elrexfio,JP,2036,basic product patent,0000078003-26-000026,Elrexfio | 2036 (2037 pending PTE) | 2036 (2038 pending SPC) | 2036 (2038 pending PTE),"Japan column. Pending PTE to 2038 (not granted, not taken)."
PFE,Comirnaty,JP,2041,basic product patent,0000078003-26-000026,Comirnaty(18) | 2041 | (17)(19) | 2041,"Japan column. Major Europe shows no year: footnote (17) says the basic product patent application has been filed there and, if granted, a full term is expected. Footnote (18): commercialized in collaboration with BioNTech."
REGN,Eylea,EU,expired,market exclusivity lost (biosimilars launched),0000872589-26-000008,"Similarly, as EYLEA biosimilars have also been recently launched in certain jurisdictions outside the United States, EYLEA no longer has market exclusivity in those jurisdictions.","Year not stated. Biosimilar table marks Pavblu (Amgen), Afqlir (Sandoz) and Eiyzey (Sam Chun Dang) as launched in one or more EU countries. Listed European patents: EP 2364691 formulation June 14, 2027; EP 2944306 formulation June 14, 2027 with SPC to May 25, 2028 pending or granted in various European countries. EPO Opposition Division revoked EP 2944306 (appeal hearing October 2026); U.K. High Court invalidated it and found no infringement by Formycon and Samsung Bioepis (under appeal). Munich court injunctions under EP 2364691 against Formycon (permanent), Alvotech, Celltrion and Sandoz (preliminary) in Germany and, for some, other EU countries until that patent expires; Hague permanent injunction against Samsung Bioepis in the Netherlands. Ex-U.S. settlements permit launches: Biocon March 2026, Samsung Bioepis rest of Europe April 2026, Celltrion second quarter 2026, Alvotech May 2026 (U.K. January 2026 for several). Bayer sells EYLEA outside the U.S."
REGN,Eylea,JP,2029-10-01,"formulation patent with granted PTE (JP 5,216,002)",0000872589-26-000008,"EYLEA(a) aflibercept (2 mg) ... JP 5,216,002 Formulation February 27, 2028 – October 1, 2029(d) JP 7,733,706 Methods of Treatment January 11, 2032","Range February 27, 2028 to October 1, 2029: multiple Japanese PTEs granted, later date is the latest-expiring PTE (a later PTE covers a later-approved indication). No composition of matter patent listed. Methods of treatment patent JP 7,733,706 expires January 11, 2032; Regeneron sued Fuji Pharma under it in October 2025. Settlement permits Alvotech to launch in Japan in January 2026 (November 2026 for the DME indication). Some biosimilars referencing EYLEA are approved in the U.S., EU and/or Japan but not yet launched. Expiration dates include any patent term adjustments; certain patents may also be entitled to term extensions."
REGN,Eylea Hd,EU,2042-05-16,"methods of treatment patent (EP 4,185,318)",0000872589-26-000008,"EYLEA HD (continued) ... EP 4,185,318 Methods of Treatment May 16, 2042 JP | 7,235,770 | Formulation | March 30, 2040",Only European patent listed for EYLEA HD (known as EYLEA 8 mg outside the U.S.; Bayer sells it ex-U.S.). It is a method-of-treatment patent; no composition or formulation patent listed for Europe. Regulatory data protection not stated. Expiration dates include any patent term adjustments; certain patents may also be entitled to term extensions.
REGN,Eylea Hd,JP,2040-03-30,"formulation patent (JP 7,235,770)",0000872589-26-000008,"EYLEA HD (continued) ... EP 4,185,318 Methods of Treatment May 16, 2042 JP | 7,235,770 | Formulation | March 30, 2040",Only Japanese patent listed for EYLEA HD (EYLEA 8 mg). No PTE stated. Expiration dates include any patent term adjustments; certain patents may also be entitled to term extensions.
REGN,Libtayo,EU,2035-01-23,composition of matter patent (EP 3097119),0000872589-26-000008,"Libtayo | cemiplimab | US | 9,987,500 | Composition of Matter | September 18, 2035 ... EP | 3097119 | Composition of Matter | January 23, 2035 EP | 3606504 | Formulation | March 23, 2038 EP 4249512 Formulation March 23, 2038","No SPC stated. Later European patents: formulation EP 3606504 and EP 4249512 to March 23, 2038; methods of treatment EP 3455258 and EP 3932951 to May 12, 2037. Regulatory data protection not stated. Expiration dates include any patent term adjustments; certain patents may also be entitled to term extensions."
REGN,Libtayo,JP,2039-03-15,"composition of matter patent with granted PTE (JP 6,425,730)",0000872589-26-000008,"Libtayo | cemiplimab | US | 9,987,500 | Composition of Matter | September 18, 2035 ... JP 6,425,730 Composition of Matter January 23, 2035 – March 15, 2039(d) JP | 6,711,883 | Composition of Matter January 23, 2035 – August 13, 2037(d) JP | 7,174,009 | Composition of Matter January 23, 2035 – March 9, 2035(d)","Range January 23, 2035 to March 15, 2039: multiple Japanese PTEs granted, later date is the latest-expiring PTE (a later PTE covers a later-approved indication). Other composition patents JP 6,711,883 to August 13, 2037 and JP 7,174,009 to March 9, 2035. Formulation JP 7,229,171 to March 23, 2038; methods of treatment JP 7,240,512 to May 25, 2041. Expiration dates include any patent term adjustments; certain patents may also be entitled to term extensions."
SNY,Dupixent,EU,2032-09,compound patent with SPC,0001628280-26-008403,Dupixent | Compound: March 2031 with PTE* | Compound: September 2032 with SPC* (March 2033 with pediatric extension of SPC* in process of being granted across EU countries) | Compound: May 2034 with PTE*,Table columns: United States | European Union | Japan. Pediatric extension of SPC to March 2033 is in process of being granted across EU countries (not taken). EU regulatory exclusivity September 2028. Later filed patents through December 2043 (pending).
SNY,Dupixent,JP,2034-05,compound patent with PTE,0001628280-26-008403,Dupixent | Compound: March 2031 with PTE* | Compound: September 2032 with SPC* (March 2033 with pediatric extension of SPC* in process of being granted across EU countries) | Compound: May 2034 with PTE*,Table columns: United States | European Union | Japan. Japan regulatory exclusivity January 2026. Later filed patents through August 2043 (pending).
SNY,Toujeo Solostar,EU,expired,compound patent expired,0001628280-26-008403,Toujeo | Compound: expired | Compound: expired | Compound: expired | Later filed patents: coverage ranging through May 2031 | Later filed patents: coverage ranging through May 2031 | Later filed patents: coverage ranging through July 2033 with PTE*,Table columns: United States | European Union | Japan. Year not stated. Later filed patents: coverage ranging through May 2031 (EU).
SNY,Toujeo Solostar,JP,expired,compound patent expired,0001628280-26-008403,Toujeo | Compound: expired | Compound: expired | Compound: expired | Later filed patents: coverage ranging through May 2031 | Later filed patents: coverage ranging through May 2031 | Later filed patents: coverage ranging through July 2033 with PTE*,Table columns: United States | European Union | Japan. Year not stated. Later filed patents: coverage ranging through July 2033 with PTE (Japan).
SNY,Lantus Solostar,EU,expired,compound patent expired,0001628280-26-008403,Lantus | Compound: expired | Compound: expired | Compound: expired | Generics/biosimilars on the market | Generics/biosimilars on the market | Generics/biosimilars on the market,Table columns: United States | European Union | Japan. Year not stated. Generics/biosimilars on the market. Business section: two insulin glargine biosimilars are available in European markets.
SNY,Lantus Solostar,JP,expired,compound patent expired,0001628280-26-008403,Lantus | Compound: expired | Compound: expired | Compound: expired | Generics/biosimilars on the market | Generics/biosimilars on the market | Generics/biosimilars on the market,Table columns: United States | European Union | Japan. Year not stated. Generics/biosimilars on the market.
SNY,Plavix,EU,expired,compound patent expired,0001628280-26-008403,Plavix | Compound: expired | Compound: expired | Compound: expired | Generics on the market | Generics on the market | Generics on the market,Table columns: United States | European Union | Japan. Year not stated. Generics on the market.
SNY,Plavix,JP,expired,compound patent expired,0001628280-26-008403,Plavix | Compound: expired | Compound: expired | Compound: expired | Generics on the market | Generics on the market | Generics on the market,Table columns: United States | European Union | Japan. Year not stated. Generics on the market.
SNY,Fabrazyme,EU,expired,patent expired,0001628280-26-008403,Fabrazyme | Patent: expired | Patent: expired | Patent: expired | Generics/biosimilars on the market,Table columns: United States | European Union | Japan. Year not stated.
SNY,Fabrazyme,JP,expired,patent expired,0001628280-26-008403,Fabrazyme | Patent: expired | Patent: expired | Patent: expired | Generics/biosimilars on the market,"Table columns: United States | European Union | Japan. Year not stated. The ""Generics/biosimilars on the market"" entry sits in the Japan column only."
SNY,Myozyme,EU,expired,compound patent expired,0001628280-26-008403,Myozyme | Compound: expired | Compound: expired | Compound: expired,Table columns: United States | European Union | Japan. Year not stated.
SNY,Myozyme,JP,expired,compound patent expired,0001628280-26-008403,Myozyme | Compound: expired | Compound: expired | Compound: expired,Table columns: United States | European Union | Japan. Year not stated.
SNY,Cerezyme,EU,expired,patent expired,0001628280-26-008403,Cerezyme | Patent: expired | Patent: expired | Patent: expired,Table columns: United States | European Union | Japan. Year not stated.
SNY,Cerezyme,JP,expired,patent expired,0001628280-26-008403,Cerezyme | Patent: expired | Patent: expired | Patent: expired,Table columns: United States | European Union | Japan. Year not stated.
SNY,Beyfortus,EU,2035-01,compound patent,0001628280-26-008403,Beyfortus | Compound: January 2035 (PTE* pending) | Compound: January 2035 (SPC* in process of being granted across EU countries) | Compound: January 2035 (PTE* pending),"Table columns: United States | European Union | Japan. SPC in process of being granted across EU countries (pending, not taken). EU regulatory exclusivity November 2032. Later filed patent through September 2042 (pending)."
SNY,Beyfortus,JP,2035-01,compound patent,0001628280-26-008403,Beyfortus | Compound: January 2035 (PTE* pending) | Compound: January 2035 (SPC* in process of being granted across EU countries) | Compound: January 2035 (PTE* pending),Table columns: United States | European Union | Japan. PTE pending (not taken). Japan regulatory exclusivity March 2032. Later filed patent through September 2042 (pending).
SNY,Nexviazyme,EU,2028-01,compound patent,0001628280-26-008403,Nexviazyme/ Nexviadyme | Compound: March 2030 with PTA* (PTE* pending) | Compound: January 2028 (SPC* in process of being granted across EU countries) | Compound: December 2032 with PTE*,"Table columns: United States | European Union | Japan. SPC in process of being granted across EU countries (pending, not taken). No EU regulatory exclusivity listed. Later filed patents through May 2032."
SNY,Nexviazyme,JP,2032-12,compound patent with PTE,0001628280-26-008403,Nexviazyme/ Nexviadyme | Compound: March 2030 with PTA* (PTE* pending) | Compound: January 2028 (SPC* in process of being granted across EU countries) | Compound: December 2032 with PTE*,Table columns: United States | European Union | Japan. Japan regulatory exclusivity September 2031. Later filed patents through December 2029.
SNY,Sarclisa,EU,2032-10,compound patent with SPC,0001628280-26-008403,Sarclisa | Compound: October 2032 with PTA* and PTE* | Compound: October 2032 with SPC* | Compound: October 2032 with PTE*,Table columns: United States | European Union | Japan. EU regulatory exclusivity May 2030. Later filed patents through November 2041 (pending).
SNY,Sarclisa,JP,2032-10,compound patent with PTE,0001628280-26-008403,Sarclisa | Compound: October 2032 with PTA* and PTE* | Compound: October 2032 with SPC* | Compound: October 2032 with PTE*,Table columns: United States | European Union | Japan. Japan regulatory exclusivity June 2028. Later filed patents through November 2041 (pending).
SNY,ALTUVIIIO,EU,2035-01,compound patent,0001628280-26-008403,ALTUVIIIO | Compound: February 2037 with PTA* (PTE* pending) | Compound: January 2035 (SPC* in process of being granted across EU countries) | Compound: March 2037 with PTE*,"Table columns: United States | European Union | Japan. SPC in process of being granted across EU countries (pending, not taken). EU regulatory exclusivity June 2034. Later filed patents through March 2043 (pending)."
